CASTLE ROCK,,
9/27/2022,78,44
9/28/2022,74,50
9/29/2022,82,51
9/30/2022,80,46
10/1/2022,77,46
10/2/2022,73,45
10/3/2022,73,45
10/4/2022,71,47
10/5/2022,68,44
10/6/2022,65,39
10/7/2022,71,42
10/8/2022,50,36
10/9/2022,65,37
10/10/2022,70,39
10/11/2022,73,41
10/12/2022,74,35
10/13/2022,71,33
10/14/2022,62,36
10/15/2022,74,37
10/16/2022,63,42
10/17/2022,53,30
10/18/2022,60,31
10/19/2022,65,32
10/20/2022,71,34
10/21/2022,78,40
10/22/2022,76,42
10/23/2022,77,54
10/24/2022,64,26
10/25/2022,48,26
10/26/2022,59,35
10/27/2022,56,32
10/28/2022,37,19
10/29/2022,58,27
10/30/2022,57,27
10/31/2022,59,29
11/1/2022,65,31
11/2/2022,72,41
11/3/2022,71,35
11/4/2022,38,25
11/5/2022,50,25
11/6/2022,62,32
11/7/2022,51,33
11/8/2022,58,35
11/9/2022,70,29
11/10/2022,71,30
11/11/2022,50,20
11/12/2022,36,14
11/13/2022,53,22
11/14/2022,53,13
11/15/2022,34,19
11/16/2022,34,10
11/17/2022,39,17
11/18/2022,22,9
11/19/2022,27,8
11/20/2022,44,15
11/21/2022,56,18
11/22/2022,57,21
11/23/2022,53,23
11/24/2022,51,28
11/25/2022,38,17
11/26/2022,58,27
11/27/2022,57,26
11/28/2022,57,26
11/29/2022,58,14
11/30/2022,24,7
12/1/2022,48,22
12/2/2022,60,M
12/3/2022,55,19
12/4/2022,54,29
12/5/2022,54,32
12/6/2022,58,22
12/7/2022,51,23
12/8/2022,53,28
12/9/2022,46,15
12/10/2022,53,17
12/11/2022,50,28
12/12/2022,62,18
12/13/2022,53,18
12/14/2022,22,8
12/15/2022,36,8
12/16/2022,27,1
12/17/2022,30,7
12/18/2022,37,16
12/19/2022,47,10
12/20/2022,47,16
12/21/2022,49,22
12/22/2022,49,-14
12/23/2022,3,-12
12/24/2022,24,-10
12/25/2022,47,21
12/26/2022,51,20
12/27/2022,51,30
12/28/2022,62,39
12/29/2022,51,21
12/30/2022,38,11
12/31/2022,43,20
1/1/2023,56,22
1/2/2023,37,25
1/3/2023,27,10
1/4/2023,31,13
1/5/2023,37,12
1/6/2023,48,22
1/7/2023,44,19
1/8/2023,46,17
1/9/2023,55,23
1/10/2023,53,32
1/11/2023,58,28
1/12/2023,31,17
1/13/2023,46,24
1/14/2023,57,31
1/15/2023,60,33
1/16/2023,43,18
1/17/2023,49,20
1/18/2023,38,21
1/19/2023,27,4
1/20/2023,44,14
1/21/2023,25,10
1/22/2023,27,9
1/23/2023,37,18
1/24/2023,33,13
1/25/2023,30,10
1/26/2023,28,5
1/27/2023,38,19
1/28/2023,49,20
1/29/2023,34,7
1/30/2023,14,-5
1/31/2023,14,-3
2/1/2023,34,8
2/2/2023,45,14
2/3/2023,47,19
2/4/2023,57,27
2/5/2023,52,26
2/6/2023,60,28
2/7/2023,41,17
2/8/2023,43,16
2/9/2023,48,22
2/10/2023,47,8
2/11/2023,48,20
2/12/2023,62,28
2/13/2023,53,24
2/14/2023,59,26
2/15/2023,44,9
2/16/2023,12,-2
2/17/2023,30,7
2/18/2023,55,27
2/19/2023,50,23
2/20/2023,48,30
2/21/2023,55,35
2/22/2023,64,6
2/23/2023,8,-7
2/24/2023,28,1
2/25/2023,46,28
2/26/2023,61,38
2/27/2023,59,29
2/28/2023,53,31
3/1/2023,48,21
3/2/2023,44,23
3/3/2023,44,23
3/4/2023,47,19
3/5/2023,46,20
3/6/2023,56,18
3/7/2023,48,21
3/8/2023,29,21
3/9/2023,40,23
3/10/2023,49,27
3/11/2023,64,35
3/12/2023,52,23
3/13/2023,46,21
3/14/2023,54,26
3/15/2023,63,42
3/16/2023,67,24
3/17/2023,30,20
